user_no,class_no,user_name,start_datetime,end_datetime,company_name,event_kind,result_kind
20204059,r3a122,林陸,2023-03-14 04:00:00+00,2023-03-14 05:00:00+00,株式会社ブリッジ,内定後活動,内定
20204076,r3a126,山口翔太,2023-03-14 04:00:00+00,2023-03-14 04:30:00+00,株式会社リンク,試験_他,内定
20204057,r3a134,中村花子,2023-03-14 04:00:00+00,2023-03-14 05:00:00+00,株式会社フォース,セミナー,他
20204027,r3a202,山本海斗,2023-03-14 04:00:00+00,2023-03-14 05:00:00+00,株式会社フロンティア,説明会_単,他
20204090,r3a204,田中翔太,2023-03-14 04:00:00+00,2023-03-14 05:30:00+00,株式会社ミライ,試験_適正,結果待ち
20204074,r3a228,池田花子,2023-03-14 04:00:00+00,2023-03-14 05:00:00+00,株式会社レイヤー,セミナー,他
20204052,r3a234,中島優樹,2023-03-14 04:00:00+00,2023-03-14 04:45:00+00,株式会社クラフト,試験_面接,継続（合格）
20204052,r3a234,中島優樹,2023-03-14 04:00:00+00,2023-03-14 05:30:00+00,株式会社ブリッジ,試験_適正,継続（合格）
20204086,r3a109,鈴木翔太,2023-03-14 06:00:00+00,2023-03-14 07:00:00+00,株式会社テックワークス,説明会_単,他
20204083,r3a127,吉田悠斗,2023-03-14 06:00:00+00,2023-03-14 07:30:00+00,株式会社レイヤー,試験_適正,継続（合格）
20204080,r3a206,中村彩香,2023-03-14 06:00:00+00,2023-03-14 07:30:00+00,株式会社クラフト,試験_適正,辞退
20204018,r3a223,池田拓也,2023-03-14 06:00:00+00,2023-03-14 07:30:00+00,株式会社リンク,試験_適正,結果待ち
20213027,s2a107,森太郎,2023-03-14 06:00:00+00,2023-03-14 07:00:00+00,株式会社テックワークス,セミナー,他
20213004,s2a109,清水遥,2023-03-14 06:00:00+00,2023-03-14 07:00:00+00,株式会社ガンマ,説明会_合,他
20213048,s2a210,吉田優樹,2023-03-14 06:00:00+00,2023-03-14 07:00:00+00,株式会社イプシロン,インターン,他
20213028,s2a410,山下海斗,2023-03-14 06:00:00+00,2023-03-14 06:45:00+00,株式会社ブルーム,試験_面接,結果待ち
20222026,j1a103,鈴木遥,2023-03-15 01:00:00+00,2023-03-15 02:30:00+00,株式会社ベータ,試験_適正,結果待ち
20222029,j1a114,阿部太郎,2023-03-15 01:00:00+00,2023-03-15 02:00:00+00,株式会社エッジ,説明会_単,他
20222010,j1a115,山口翔太,2023-03-15 01:00:00+00,2023-03-15 02:00:00+00,株式会社アルファ,セミナー,他
20222033,j2a108,渡辺杏奈,2023-03-15 01:00:00+00,2023-03-15 02:30:00+00,株式会社ストリーム,試験_適正,継続（合格）
20204008,r3a103,高橋太郎,2023-03-15 01:00:00+00,2023-03-15 01:45:00+00,株式会社ミライ,試験_面接,継続（合格）
20204022,r3a125,佐々木優樹,2023-03-15 01:00:00+00,2023-03-15 02:00:00+00,株式会社アーク,説明会_合,他
20204017,r3a213,渡辺健太,2023-03-15 01:00:00+00,2023-03-15 02:00:00+00,株式会社マーブル,インターン,他
20213031,s2a101,井上遥,2023-03-15 01:00:00+00,2023-03-15 02:00:00+00,株式会社コア,インターン,他
20213058,s2a104,山崎太郎,2023-03-15 01:00:00+00,2023-03-15 02:00:00+00,株式会社イノベーション,説明会_合,他
20213018,s2a305,山田太郎,2023-03-15 01:00:00+00,2023-03-15 02:00:00+00,株式会社イプシロン,説明会_単,他
20213035,s2a310,斎藤健太,2023-03-15 01:00:00+00,2023-03-15 02:00:00+00,株式会社フロンティア,セミナー,他
20222014,j1a122,藤田健太,2023-03-15 04:00:00+00,2023-03-15 05:00:00+00,株式会社アセント,説明会_単,他
20222043,j2a118,田中拓也,2023-03-15 04:00:00+00,2023-03-15 05:00:00+00,株式会社アーク,インターン,他
20204063,r3a118,山口陽菜,2023-03-15 04:00:00+00,2023-03-15 05:30:00+00,株式会社エコー,試験_適正,継続（合格）
20204055,r3a129,高橋陸,2023-03-15 04:00:00+00,2023-03-15 05:30:00+00,株式会社サンライズ,試験_適正,継続（合格）
20204017,r3a213,渡辺健太,2023-03-15 04:00:00+00,2023-03-15 05:00:00+00,株式会社クラフト,インターン,他
20204018,r3a223,池田拓也,2023-03-15 04:00:00+00,2023-03-15 04:45:00+00,株式会社ネクスト,試験_面接,結果待ち
20213034,s2a105,前田悠斗,2023-03-15 04:00:00+00,2023-03-15 05:00:00+00,株式会社デルタ,説明会_合,他
20213024,s2a204,中村優奈,2023-03-15 04:00:00+00,2023-03-15 05:30:00+00,株式会社イプシロン,試験_適正,継続（合格）
20213046,s2a212,田中翔太,2023-03-15 04:00:00+00,2023-03-15 05:30:00+00,株式会社グリーン,試験_適正,結果待ち
20213018,s2a305,山田太郎,2023-03-15 04:00:00+00,2023-03-15 04:45:00+00,株式会社エコー,試験_面接,結果待ち
20204021,r3a113,池田凛,2023-03-15 06:00:00+00,2023-03-15 06:45:00+00,株式会社デルタ,試験_面接,不合格
20204033,r3a115,鈴木太郎,2023-03-15 06:00:00+00,2023-03-15 06:45:00+00,株式会社ホライズン,試験_面接,継続（合格）
20204020,r3a230,松本健太,2023-03-15 06:00:00+00,2023-03-15 06:45:00+00,株式会社イノベーション,試験_面接,継続（合格）
20213034,s2a105,前田悠斗,2023-03-15 06:00:00+00,2023-03-15 06:45:00+00,株式会社デルタ,試験_面接,不合格
20213034,s2a105,前田悠斗,2023-03-15 06:00:00+00,2023-03-15 06:45:00+00,株式会社ユニオン,試験_面接,結果待ち
20213004,s2a109,清水遥,2023-03-15 06:00:00+00,2023-03-15 06:45:00+00,株式会社ガンマ,試験_面接,結果待ち
20213032,s2a208,渡辺杏奈,2023-03-15 06:00:00+00,2023-03-15 07:00:00+00,株式会社ガンマ,インターン,他
20213007,s2a301,佐々木悠斗,2023-03-15 06:00:00+00,2023-03-15 07:00:00+00,株式会社アーク,説明会_単,他
20213010,s2a304,田中直樹,2023-03-15 06:00:00+00,2023-03-15 07:00:00+00,株式会社シグマ,セミナー,他
20213005,s2a311,松本直樹,2023-03-15 06:00:00+00,2023-03-15 07:30:00+00,株式会社ハーモニー,試験_適正,結果待ち
20213028,s2a410,山下海斗,2023-03-15 06:00:00+00,2023-03-15 07:00:00+00,株式会社ブルーム,説明会_合,他
20222008,j1a101,加藤陸,2023-03-16 01:00:00+00,2023-03-16 02:00:00+00,株式会社ライト,セミナー,他
20222007,j1a108,佐々木大輔,2023-03-16 01:00:00+00,2023-03-16 02:30:00+00,株式会社マーブル,試験_適正,結果待ち
20222038,j2a106,木村花子,2023-03-16 01:00:00+00,2023-03-16 02:00:00+00,株式会社ベータ,説明会_合,他
20213032,s2a208,渡辺杏奈,2023-03-16 01:00:00+00,2023-03-16 02:00:00+00,株式会社フォーカス,セミナー,他
20213037,s2a209,鈴木優奈,2023-03-16 01:00:00+00,2023-03-16 02:00:00+00,株式会社ユニオン,インターン,他
20213009,s2a411,阿部陽菜,2023-03-16 01:00:00+00,2023-03-16 01:45:00+00,株式会社ネクスト,試験_面接,結果待ち
20222012,j1a119,山田陸,2023-03-16 04:00:00+00,2023-03-16 05:00:00+00,株式会社オーシャン,インターン,他
20222042,j2a122,前田直樹,2023-03-16 04:00:00+00,2023-03-16 05:00:00+00,株式会社ユニオン,説明会_単,他
20222042,j2a122,前田直樹,2023-03-16 06:00:00+00,2023-03-16 06:45:00+00,株式会社オメガ,試験_面接,結果待ち
20204022,r3a125,佐々木優樹,2023-03-16 06:00:00+00,2023-03-16 07:00:00+00,株式会社アルファ,インターン,他
20204083,r3a127,吉田悠斗,2023-03-16 06:00:00+00,2023-03-16 07:00:00+00,株式会社レイヤー,説明会_合,他
20204035,r3a209,山田翔太,2023-03-16 06:00:00+00,2023-03-16 06:45:00+00,株式会社ミライ,試験_面接,結果待ち
20204030,r3a215,池田太郎,2023-03-16 06:00:00+00,2023-03-16 07:00:00+00,株式会社ビジョン,セミナー,他
20204052,r3a234,中島優樹,2023-03-16 06:00:00+00,2023-03-16 07:00:00+00,株式会社サンライズ,インターン,他
20213027,s2a107,森太郎,2023-03-16 06:00:00+00,2023-03-16 06:45:00+00,株式会社ネクスト,試験_面接,結果待ち
20213023,s2a207,小林彩香,2023-03-16 06:00:00+00,2023-03-16 06:45:00+00,株式会社イノベーション,試験_面接,辞退
20213023,s2a207,小林彩香,2023-03-16 06:00:00+00,2023-03-16 07:30:00+00,株式会社ストリーム,試験_適正,継続（合格）
20222028,j1a116,松本陸,2023-03-17 01:00:00+00,2023-03-17 02:00:00+00,株式会社サンライズ,インターン,他
20222035,j2a105,中島優奈,2023-03-17 01:00:00+00,2023-03-17 02:00:00+00,株式会社リンク,セミナー,他
20222025,j2a117,中村花子,2023-03-17 01:00:00+00,2023-03-17 01:45:00+00,株式会社オメガ,試験_面接,結果待ち
20204033,r3a115,鈴木太郎,2023-03-17 01:00:00+00,2023-03-17 01:45:00+00,株式会社ライト,試験_面接,辞退
20204089,r3a137,山下彩香,2023-03-17 01:00:00+00,2023-03-17 01:30:00+00,株式会社フォーカス,試験_他,内定
20204014,r3a203,佐々木直樹,2023-03-17 01:00:00+00,2023-03-17 02:00:00+00,株式会社テックワークス,インターン,他
20213027,s2a107,森太郎,2023-03-17 01:00:00+00,2023-03-17 02:30:00+00,株式会社リーフ,試験_適正,結果待ち
20222041,j1a112,吉田優樹,2023-03-17 04:00:00+00,2023-03-17 04:45:00+00,株式会社リンク,試験_面接,不合格
20222039,j2a116,高橋拓也,2023-03-17 04:00:00+00,2023-03-17 05:30:00+00,株式会社ホライズン,試験_適正,結果待ち
20204068,r3a105,石川彩香,2023-03-17 04:00:00+00,2023-03-17 05:00:00+00,株式会社ビジョン,説明会_単,他
20204040,r3a106,佐藤拓也,2023-03-17 04:00:00+00,2023-03-17 04:45:00+00,株式会社リーフ,試験_面接,結果待ち
20204076,r3a126,山口翔太,2023-03-17 04:00:00+00,2023-03-17 05:30:00+00,株式会社リンク,試験_適正,継続（合格）
20204057,r3a134,中村花子,2023-03-17 04:00:00+00,2023-03-17 05:30:00+00,株式会社フォース,試験_適正,継続（合格）
20204035,r3a209,山田翔太,2023-03-17 04:00:00+00,2023-03-17 05:30:00+00,株式会社オーシャン,試験_適正,継続（合格）
20204017,r3a213,渡辺健太,2023-03-17 04:00:00+00,2023-03-17 04:45:00+00,株式会社アビリティ,試験_面接,継続（合格）
20204045,r3a231,山本結衣,2023-03-17 04:00:00+00,2023-03-17 05:00:00+00,株式会社ノヴァ,説明会_単,他
20204003,r3a235,松本直樹,2023-03-17 04:00:00+00,2023-03-17 05:00:00+00,株式会社リーフ,セミナー,他
20213051,s2a206,前田翔太,2023-03-17 04:00:00+00,2023-03-17 05:00:00+00,株式会社ベータ,セミナー,他
20213029,s2a307,加藤直樹,2023-03-17 04:00:00+00,2023-03-17 04:45:00+00,株式会社ビジョン,試験_面接,結果待ち
20213005,s2a311,松本直樹,2023-03-17 04:00:00+00,2023-03-17 05:00:00+00,株式会社フロンティア,説明会_合,他
20213045,s2a409,山田葵,2023-03-17 04:00:00+00,2023-03-17 04:45:00+00,株式会社ネクスト,試験_面接,継続（合格）
20222048,j1a117,石川優奈,2023-03-17 06:00:00+00,2023-03-17 06:45:00+00,株式会社クラフト,試験_面接,継続（合格）
20222042,j2a122,前田直樹,2023-03-17 06:00:00+00,2023-03-17 07:30:00+00,株式会社ユニオン,試験_適正,結果待ち
20204034,r3a121,井上拓也,2023-03-17 06:00:00+00,2023-03-17 07:00:00+00,株式会社エンジン,セミナー,他
20204012,r3a216,藤田大輔,2023-03-17 06:00:00+00,2023-03-17 06:45:00+00,株式会社スカイ,試験_面接,継続（合格）
20213024,s2a204,中村優奈,2023-03-17 06:00:00+00,2023-03-17 06:45:00+00,株式会社ガンマ,試験_面接,結果待ち
20213023,s2a207,小林彩香,2023-03-17 06:00:00+00,2023-03-17 07:00:00+00,株式会社イノベーション,セミナー,他
20213012,s2a303,鈴木遥,2023-03-17 06:00:00+00,2023-03-17 07:00:00+00,株式会社リーフ,説明会_合,他
20213018,s2a305,山田太郎,2023-03-17 06:00:00+00,2023-03-17 07:00:00+00,株式会社リンク,説明会_合,他
20213045,s2a409,山田葵,2023-03-17 06:00:00+00,2023-03-17 07:00:00+00,株式会社コア,説明会_単,他
20222032,j1a102,山下拓也,2023-03-18 01:00:00+00,2023-03-18 02:00:00+00,株式会社ブルーム,説明会_単,他
20222033,j2a108,渡辺杏奈,2023-03-18 01:00:00+00,2023-03-18 01:45:00+00,株式会社エンジン,試験_面接,結果待ち
20222050,j2a110,藤田海斗,2023-03-18 01:00:00+00,2023-03-18 02:00:00+00,株式会社クロス,インターン,他
20204060,r3a136,山本凛,2023-03-18 01:00:00+00,2023-03-18 02:00:00+00,株式会社レイヤー,インターン,他
20204014,r3a203,佐々木直樹,2023-03-18 01:00:00+00,2023-03-18 02:30:00+00,株式会社ライト,試験_適正,結果待ち
20204087,r3a233,鈴木彩香,2023-03-18 01:00:00+00,2023-03-18 02:00:00+00,株式会社グリーン,インターン,他
20204052,r3a234,中島優樹,2023-03-18 01:00:00+00,2023-03-18 01:45:00+00,株式会社クラフト,試験_面接,不合格
20213005,s2a311,松本直樹,2023-03-18 01:00:00+00,2023-03-18 01:45:00+00,株式会社フロンティア,試験_面接,結果待ち
20222023,j1a111,加藤太郎,2023-03-18 04:00:00+00,2023-03-18 05:00:00+00,株式会社シグマ,セミナー,他
20222048,j1a117,石川優奈,2023-03-18 04:00:00+00,2023-03-18 05:30:00+00,株式会社デルタ,試験_適正,結果待ち
20222021,j2a109,木村優樹,2023-03-18 04:00:00+00,2023-03-18 05:30:00+00,株式会社クレスト,試験_適正,不合格
20222013,j2a115,阿部美咲,2023-03-18 04:00:00+00,2023-03-18 04:45:00+00,株式会社フォーカス,試験_面接,結果待ち
20222039,j2a116,高橋拓也,2023-03-18 04:00:00+00,2023-03-18 05:30:00+00,株式会社オービット,試験_適正,不合格
20222025,j2a117,中村花子,2023-03-18 04:00:00+00,2023-03-18 05:00:00+00,株式会社エコー,説明会_合,他
20222042,j2a122,前田直樹,2023-03-18 04:00:00+00,2023-03-18 05:00:00+00,株式会社シード,説明会_単,他
20204090,r3a204,田中翔太,2023-03-18 04:00:00+00,2023-03-18 04:45:00+00,株式会社ストリーム,試験_面接,結果待ち
20204056,r3a238,木村悠斗,2023-03-18 04:00:00+00,2023-03-18 05:30:00+00,株式会社イノベーション,試験_適正,不合格
20213006,s2a308,中村結衣,2023-03-18 04:00:00+00,2023-03-18 05:00:00+00,株式会社イノベーション,説明会_単,他
20213040,s2a406,吉田陽菜,2023-03-18 04:00:00+00,2023-03-18 05:00:00+00,株式会社ルミナス,説明会_単,他
20222040,j2a101,佐々木直樹,2023-03-18 06:00:00+00,2023-03-18 06:45:00+00,株式会社マーブル,試験_面接,結果待ち
20222044,j2a113,木村優奈,2023-03-18 06:00:00+00,2023-03-18 07:00:00+00,株式会社アルファ,セミナー,他
20222024,j2a119,吉田遥,2023-03-18 06:00:00+00,2023-03-18 07:00:00+00,株式会社マーブル,セミナー,他
20204063,r3a118,山口陽菜,2023-03-18 06:00:00+00,2023-03-18 07:30:00+00,株式会社パルス,試験_適正,継続（合格）
20204022,r3a125,佐々木優樹,2023-03-18 06:00:00+00,2023-03-18 07:00:00+00,株式会社アセント,説明会_単,他
20204090,r3a204,田中翔太,2023-03-18 06:00:00+00,2023-03-18 07:00:00+00,株式会社ミライ,セミナー,他
20204090,r3a204,田中翔太,2023-03-18 06:00:00+00,2023-03-18 07:00:00+00,株式会社ストリーム,インターン,他
20204016,r3a217,山本凛,2023-03-18 06:00:00+00,2023-03-18 06:45:00+00,株式会社ライト,試験_面接,継続（合格）
20204025,r3a236,吉田優奈,2023-03-18 06:00:00+00,2023-03-18 07:00:00+00,株式会社ステラ,説明会_単,他
20213004,s2a109,清水遥,2023-03-18 06:00:00+00,2023-03-18 06:45:00+00,株式会社グロース,試験_面接,結果待ち
20213037,s2a209,鈴木優奈,2023-03-18 06:00:00+00,2023-03-18 07:00:00+00,株式会社シード,説明会_単,他
20213035,s2a310,斎藤健太,2023-03-18 06:00:00+00,2023-03-18 07:00:00+00,株式会社ステラ,説明会_合,他
20222021,j2a109,木村優樹,2023-03-19 01:00:00+00,2023-03-19 02:00:00+00,株式会社プライム,説明会_合,他
20222025,j2a117,中村花子,2023-03-19 01:00:00+00,2023-03-19 01:45:00+00,株式会社オメガ,試験_面接,継続（合格）
20222043,j2a118,田中拓也,2023-03-19 01:00:00+00,2023-03-19 02:30:00+00,株式会社パルス,試験_適正,辞退
20204043,r3a114,佐藤拓也,2023-03-19 01:00:00+00,2023-03-19 01:45:00+00,株式会社シグマ,試験_面接,結果待ち
20204037,r3a135,山本健太,2023-03-19 01:00:00+00,2023-03-19 01:45:00+00,株式会社ガンマ,試験_面接,不合格
20204090,r3a204,田中翔太,2023-03-19 01:00:00+00,2023-03-19 02:00:00+00,株式会社ノヴァ,説明会_単,他
20213012,s2a303,鈴木遥,2023-03-19 01:00:00+00,2023-03-19 02:30:00+00,株式会社ブリッジ,試験_適正,不合格
20213006,s2a308,中村結衣,2023-03-19 01:00:00+00,2023-03-19 01:45:00+00,株式会社イノベーション,試験_面接,結果待ち
20213053,s2a405,木村優奈,2023-03-19 01:00:00+00,2023-03-19 01:45:00+00,株式会社アルファ,試験_面接,継続（合格）
20222045,j1a120,鈴木海斗,2023-03-19 04:00:00+00,2023-03-19 04:45:00+00,株式会社マーブル,試験_面接,不合格
20222025,j2a117,中村花子,2023-03-19 04:00:00+00,2023-03-19 05:00:00+00,株式会社ライト,インターン,他
20204019,r3a219,中島葵,2023-03-19 04:00:00+00,2023-03-19 05:00:00+00,株式会社クラフト,説明会_単,他
20213033,s2a103,井上彩香,2023-03-19 04:00:00+00,2023-03-19 05:00:00+00,株式会社エコー,セミナー,他
20213033,s2a103,井上彩香,2023-03-19 04:00:00+00,2023-03-19 05:00:00+00,株式会社シード,セミナー,他
20213024,s2a204,中村優奈,2023-03-19 04:00:00+00,2023-03-19 05:30:00+00,株式会社ノヴァ,試験_適正,継続（合格）
20213005,s2a311,松本直樹,2023-03-19 04:00:00+00,2023-03-19 05:00:00+00,株式会社ルミナス,説明会_単,他
20213045,s2a409,山田葵,2023-03-19 04:00:00+00,2023-03-19 04:45:00+00,株式会社コア,試験_面接,結果待ち
20222028,j1a116,松本陸,2023-03-19 06:00:00+00,2023-03-19 07:00:00+00,株式会社ベータ,セミナー,他
20204002,r3a107,前田太郎,2023-03-19 06:00:00+00,2023-03-19 07:00:00+00,株式会社モデスト,セミナー,他
20204035,r3a209,山田翔太,2023-03-19 06:00:00+00,2023-03-19 06:45:00+00,株式会社オーシャン,試験_面接,結果待ち
20204073,r3a210,山口花子,2023-03-19 06:00:00+00,2023-03-19 07:00:00+00,株式会社クラフト,説明会_単,他
20204017,r3a213,渡辺健太,2023-03-19 06:00:00+00,2023-03-19 07:00:00+00,株式会社ストリーム,インターン,他
20213050,s2a102,田中優奈,2023-03-19 06:00:00+00,2023-03-19 07:30:00+00,株式会社ユニオン,試験_適正,結果待ち
20213026,s2a403,前田結衣,2023-03-19 06:00:00+00,2023-03-19 07:30:00+00,株式会社テックワークス,試験_適正,結果待ち
20213045,s2a409,山田葵,2023-03-19 06:00:00+00,2023-03-19 07:00:00+00,株式会社ブリッジ,説明会_単,他
20222034,j1a109,渡辺拓也,2023-03-20 01:00:00+00,2023-03-20 02:00:00+00,株式会社ユニオン,セミナー,他
20222012,j1a119,山田陸,2023-03-20 01:00:00+00,2023-03-20 01:45:00+00,株式会社サンライズ,試験_面接,継続（合格）
20204021,r3a113,池田凛,2023-03-20 01:00:00+00,2023-03-20 02:00:00+00,株式会社クラフト,セミナー,他
20204066,r3a132,林健太,2023-03-20 01:00:00+00,2023-03-20 01:30:00+00,株式会社ストリーム,試験_他,内定
20204019,r3a219,中島葵,2023-03-20 01:00:00+00,2023-03-20 01:45:00+00,株式会社ネクスト,試験_面接,不合格
20213047,s2a302,山田結衣,2023-03-20 01:00:00+00,2023-03-20 01:45:00+00,株式会社エッジ,試験_面接,結果待ち
20213029,s2a307,加藤直樹,2023-03-20 01:00:00+00,2023-03-20 02:00:00+00,株式会社ビジョン,説明会_合,他
20222008,j1a101,加藤陸,2023-03-20 04:00:00+00,2023-03-20 05:00:00+00,株式会社ハーモニー,インターン,他
20222048,j1a117,石川優奈,2023-03-20 04:00:00+00,2023-03-20 04:45:00+00,株式会社クラフト,試験_面接,継続（合格）
20204068,r3a105,石川彩香,2023-03-20 04:00:00+00,2023-03-20 04:45:00+00,株式会社ビジョン,試験_面接,結果待ち
20204055,r3a129,高橋陸,2023-03-20 04:00:00+00,2023-03-20 05:00:00+00,株式会社サンライズ,インターン,他
20204090,r3a204,田中翔太,2023-03-20 04:00:00+00,2023-03-20 05:30:00+00,株式会社プライム,試験_適正,辞退
20204052,r3a234,中島優樹,2023-03-20 04:00:00+00,2023-03-20 04:45:00+00,株式会社ブリッジ,試験_面接,不合格
20213015,s2a201,池田大輔,2023-03-20 04:00:00+00,2023-03-20 05:00:00+00,株式会社クレスト,インターン,他
20213018,s2a305,山田太郎,2023-03-20 04:00:00+00,2023-03-20 05:30:00+00,株式会社リンク,試験_適正,結果待ち
20213045,s2a409,山田葵,2023-03-20 04:00:00+00,2023-03-20 05:00:00+00,株式会社クレスト,説明会_単,他
20222016,j2a102,山本拓也,2023-03-20 06:00:00+00,2023-03-20 07:00:00+00,株式会社スカイ,説明会_合,他
20222044,j2a113,木村優奈,2023-03-20 06:00:00+00,2023-03-20 06:45:00+00,株式会社シグマ,試験_面接,継続（合格）
20222037,j2a121,木村結衣,2023-03-20 06:00:00+00,2023-03-20 06:45:00+00,株式会社ハーモニー,試験_面接,結果待ち
20204043,r3a114,佐藤拓也,2023-03-20 06:00:00+00,2023-03-20 07:00:00+00,株式会社シグマ,説明会_単,他
20204065,r3a225,中島拓也,2023-03-20 06:00:00+00,2023-03-20 06:45:00+00,株式会社クロス,試験_面接,継続（合格）
20213004,s2a109,清水遥,2023-03-20 06:00:00+00,2023-03-20 06:45:00+00,株式会社アビリティ,試験_面接,不合格
20213001,s2a112,橋本陽菜,2023-03-20 06:00:00+00,2023-03-20 07:00:00+00,株式会社ノヴァ,インターン,他
20213035,s2a310,斎藤健太,2023-03-20 06:00:00+00,2023-03-20 06:45:00+00,株式会社フロンティア,試験_面接,不合格
20213036,s2a402,斎藤大輔,2023-03-20 06:00:00+00,2023-03-20 06:45:00+00,株式会社ビジョン,試験_面接,辞退
20222041,j1a112,吉田優樹,2023-03-21 01:00:00+00,2023-03-21 01:45:00+00,株式会社ブリッジ,試験_面接,結果待ち
20222044,j2a113,木村優奈,2023-03-21 01:00:00+00,2023-03-21 02:00:00+00,株式会社ハーモニー,説明会_合,他
20222043,j2a118,田中拓也,2023-03-21 01:00:00+00,2023-03-21 01:45:00+00,株式会社アーク,試験_面接,継続（合格）
20204061,r3a117,佐藤直樹,2023-03-21 01:00:00+00,2023-03-21 02:00:00+00,株式会社アビリティ,説明会_単,他
20204047,r3a128,森凛,2023-03-21 01:00:00+00,2023-03-21 01:45:00+00,株式会社レイヤー,試験_面接,不合格
20204065,r3a225,中島拓也,2023-03-21 01:00:00+00,2023-03-21 02:30:00+00,株式会社フォース,試験_適正,不合格
20204067,r3a226,小林大輔,2023-03-21 01:00:00+00,2023-03-21 02:30:00+00,株式会社ストリーム,試験_適正,継続（合格）
20204087,r3a233,鈴木彩香,2023-03-21 01:00:00+00,2023-03-21 02:00:00+00,株式会社ベータ,セミナー,他
20213031,s2a101,井上遥,2023-03-21 01:00:00+00,2023-03-21 02:00:00+00,株式会社コア,セミナー,他
20213003,s2a106,鈴木凛,2023-03-21 01:00:00+00,2023-03-21 01:45:00+00,株式会社テックワークス,試験_面接,結果待ち
20213060,s2a110,石川陽菜,2023-03-21 01:00:00+00,2023-03-21 01:45:00+00,株式会社クロス,試験_面接,継続（合格）
20213014,s2a401,山本海斗,2023-03-21 01:00:00+00,2023-03-21 01:45:00+00,株式会社オーシャン,試験_面接,不合格
20222014,j1a122,藤田健太,2023-03-21 04:00:00+00,2023-03-21 05:30:00+00,株式会社ビジョン,試験_適正,不合格
20222021,j2a109,木村優樹,2023-03-21 04:00:00+00,2023-03-21 05:00:00+00,株式会社クレスト,説明会_合,他
20222025,j2a117,中村花子,2023-03-21 04:00:00+00,2023-03-21 04:45:00+00,株式会社コア,試験_面接,継続（合格）
20204085,r3a119,石川優樹,2023-03-21 04:00:00+00,2023-03-21 04:45:00+00,株式会社グロース,試験_面接,不合格
20204055,r3a129,高橋陸,2023-03-21 04:00:00+00,2023-03-21 04:45:00+00,株式会社サンライズ,試験_面接,継続（合格）
20204035,r3a209,山田翔太,2023-03-21 04:00:00+00,2023-03-21 05:00:00+00,株式会社エコー,インターン,他
20204035,r3a209,山田翔太,2023-03-21 04:00:00+00,2023-03-21 04:45:00+00,株式会社リーフ,試験_面接,結果待ち
20204012,r3a216,藤田大輔,2023-03-21 04:00:00+00,2023-03-21 05:00:00+00,株式会社シグマ,説明会_単,他
20204016,r3a217,山本凛,2023-03-21 04:00:00+00,2023-03-21 04:45:00+00,株式会社アセント,試験_面接,結果待ち
20204016,r3a217,山本凛,2023-03-21 04:00:00+00,2023-03-21 05:30:00+00,株式会社ガンマ,試験_適正,結果待ち
20204087,r3a233,鈴木彩香,2023-03-21 04:00:00+00,2023-03-21 05:30:00+00,株式会社グリーン,試験_適正,継続（合格）
20213033,s2a103,井上彩香,2023-03-21 04:00:00+00,2023-03-21 05:00:00+00,株式会社シード,説明会_単,他
20213046,s2a212,田中翔太,2023-03-21 04:00:00+00,2023-03-21 04:45:00+00,株式会社プライム,試験_面接,結果待ち
20213047,s2a302,山田結衣,2023-03-21 04:00:00+00,2023-03-21 05:30:00+00,株式会社マーブル,試験_適正,継続（合格）
20222010,j1a115,山口翔太,2023-03-21 06:00:00+00,2023-03-21 07:00:00+00,株式会社イノベーション,セミナー,他
20222012,j1a119,山田陸,2023-03-21 06:00:00+00,2023-03-21 06:45:00+00,株式会社オーシャン,試験_面接,結果待ち
20222012,j1a119,山田陸,2023-03-21 06:00:00+00,2023-03-21 07:30:00+00,株式会社オーシャン,試験_適正,継続（合格）
20222033,j2a108,渡辺杏奈,2023-03-21 06:00:00+00,2023-03-21 07:00:00+00,株式会社ミライ,セミナー,他
20222027,j2a112,前田健太,2023-03-21 06:00:00+00,2023-03-21 06:45:00+00,株式会社ライト,試験_面接,不合格
20222044,j2a113,木村優奈,2023-03-21 06:00:00+00,2023-03-21 07:00:00+00,株式会社アルファ,セミナー,他
20204060,r3a136,山本凛,2023-03-21 06:00:00+00,2023-03-21 07:30:00+00,株式会社マーブル,試験_適正,結果待ち
20204035,r3a209,山田翔太,2023-03-21 06:00:00+00,2023-03-21 06:45:00+00,株式会社エコー,試験_面接,結果待ち
20204067,r3a226,小林大輔,2023-03-21 06:00:00+00,2023-03-21 07:00:00+00,株式会社ストリーム,説明会_単,他
20204067,r3a226,小林大輔,2023-03-21 06:00:00+00,2023-03-21 06:45:00+00,株式会社グロース,試験_面接,不合格
20213003,s2a106,鈴木凛,2023-03-21 06:00:00+00,2023-03-21 07:00:00+00,株式会社テックワークス,説明会_合,他
20213001,s2a112,橋本陽菜,2023-03-21 06:00:00+00,2023-03-21 06:45:00+00,株式会社ノヴァ,試験_面接,結果待ち
20213002,s2a306,阿部悠斗,2023-03-21 06:00:00+00,2023-03-21 07:00:00+00,株式会社フォース,セミナー,他
20222023,j1a111,加藤太郎,2023-03-22 01:00:00+00,2023-03-22 01:45:00+00,株式会社シグマ,試験_面接,継続（合格）
20222050,j2a110,藤田海斗,2023-03-22 01:00:00+00,2023-03-22 02:30:00+00,株式会社サンライズ,試験_適正,継続（合格）
